;movie_title;title_year;language;country;Couleur;duration;budget;genres;cast_total_facebook_likes;movie_facebook_likes;imdb_score;movie_imdb_link;action;adventure;animation;biography;comedy;crime;documentary;drama;family;fantasy;film-noir;game-show;history;horror;music;musical;mystery;news;reality-tv;romance;sci-fi;short;sport;thriller;war;western;english;french;australia;canada;france;germany;uk;usa; black and white;color
1587;Rugrats in Paris: The Movie ;2000.0;English;Germany;Color;78.0;30000000.0;Adventure|Animation|Comedy|Family|Romance;4527.0;181.0;6.1;http://www.imdb.com/title/tt0213203/?ref_=fn_tt_tt_1;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1588;The Prince of Tides ;1991.0;English;USA;Color;132.0;30000000.0;Drama|Romance;1936.0;883.0;6.6;http://www.imdb.com/title/tt0102713/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1589;Legends of the Fall ;1994.0;English;USA;Color;133.0;30000000.0;Drama|Romance|War|Western;26388.0;11000.0;7.5;http://www.imdb.com/title/tt0110322/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1590;Up in the Air ;2009.0;English;USA;Color;108.0;25000000.0;Drama|Romance;35209.0;19000.0;7.4;http://www.imdb.com/title/tt1193138/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1591;About Schmidt ;2002.0;English;USA;Color;125.0;30000000.0;Comedy|Drama;1556.0;0.0;7.2;http://www.imdb.com/title/tt0257360/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1592;Warm Bodies ;2013.0;English;USA;Color;98.0;35000000.0;Comedy|Horror|Romance;337.0;81000.0;6.9;http://www.imdb.com/title/tt1588173/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1593;Looper ;2012.0;English;USA;Color;119.0;30000000.0;Action|Crime|Drama|Sci-Fi|Thriller;37387.0;75000.0;7.4;http://www.imdb.com/title/tt1276104/?ref_=fn_tt_tt_1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1594;Down to Earth ;2001.0;English;USA;Color;87.0;30000000.0;Comedy|Fantasy;2911.0;602.0;5.4;http://www.imdb.com/title/tt0231775/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1595;Babe ;1995.0;English;Australia;Color;91.0;30000000.0;Comedy|Drama|Family;1185.0;5000.0;6.8;http://www.imdb.com/title/tt0112431/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1596;Hope Springs ;2012.0;English;USA;Color;100.0;30000000.0;Comedy|Drama|Romance;19420.0;0.0;6.3;http://www.imdb.com/title/tt1535438/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1597;Forgetting Sarah Marshall ;2008.0;English;USA;Color;118.0;30000000.0;Comedy|Drama|Romance;16758.0;0.0;7.2;http://www.imdb.com/title/tt0800039/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1599;Four Brothers ;2005.0;English;USA;Color;109.0;45000000.0;Action|Crime|Drama|Mystery|Thriller;2740.0;0.0;6.9;http://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1600;Baby Mama ;2008.0;English;USA;Color;99.0;30000000.0;Comedy|Romance;6930.0;0.0;6.0;http://www.imdb.com/title/tt0871426/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1601;Hope Floats ;1998.0;English;USA;Color;114.0;30000000.0;Drama|Romance;2860.0;0.0;5.9;http://www.imdb.com/title/tt0119313/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1602;Bride Wars ;2009.0;English;USA;Color;89.0;30000000.0;Comedy|Romance;13794.0;0.0;5.4;http://www.imdb.com/title/tt0901476/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1603;Without a Paddle ;2004.0;English;USA;Color;95.0;19000000.0;Adventure|Comedy|Mystery;1266.0;0.0;5.9;http://www.imdb.com/title/tt0364751/?ref_=fn_tt_tt_1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1604;13 Going on 30 ;2004.0;English;USA;Color;98.0;37000000.0;Comedy|Fantasy|Romance;6742.0;0.0;6.1;http://www.imdb.com/title/tt0337563/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1606;The Nut Job ;2014.0;English;Canada;Color;85.0;42000000.0;Adventure|Animation|Comedy|Family;18795.0;0.0;5.8;http://www.imdb.com/title/tt1821658/?ref_=fn_tt_tt_1;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1607;Blow ;2001.0;English;USA;Color;124.0;30000000.0;Biography|Crime|Drama;43453.0;13000.0;7.6;http://www.imdb.com/title/tt0221027/?ref_=fn_tt_tt_1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1608;Message in a Bottle ;1999.0;English;USA;Color;131.0;55000000.0;Drama|Romance;19815.0;0.0;6.1;http://www.imdb.com/title/tt0139462/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1609;Star Trek V: The Final Frontier ;1989.0;English;USA;Color;107.0;27800000.0;Action|Adventure|Sci-Fi|Thriller;14710.0;0.0;5.4;http://www.imdb.com/title/tt0098382/?ref_=fn_tt_tt_1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1610;Like Mike ;2002.0;English;USA;Color;99.0;30000000.0;Comedy|Family|Fantasy|Sport;3679.0;1000.0;5.1;http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1611;Naked Gun 33 1/3: The Final Insult ;1994.0;English;USA;Color;83.0;30000000.0;Comedy|Crime;4767.0;1000.0;6.4;http://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1612;A View to a Kill ;1985.0;English;UK;Color;131.0;30000000.0;Action|Adventure|Thriller;2943.0;0.0;6.3;http://www.imdb.com/title/tt0090264/?ref_=fn_tt_tt_1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1613;The Curse of the Were-Rabbit ;2005.0;English;UK;Color;85.0;30000000.0;Animation|Comedy|Family|Mystery|Sci-Fi;1145.0;0.0;7.5;http://www.imdb.com/title/tt0312004/?ref_=fn_tt_tt_1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1614;P.S. I Love You ;2007.0;English;USA;Color;126.0;30000000.0;Drama|Romance;18726.0;20000.0;7.1;http://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
1616;Atonement ;2007.0;English;UK;Color;123.0;30000000.0;Drama|Mystery|Romance|War;20499.0;12000.0;7.8;http://www.imdb.com/title/tt0783233/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1617;Letters to Juliet ;2010.0;English;USA;Color;105.0;30000000.0;Comedy|Drama|Romance;1026.0;13000.0;6.5;http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1618;Black Rain ;1989.0;English;USA;Color;125.0;30000000.0;Action|Crime|Thriller;1748.0;0.0;6.6;http://www.imdb.com/title/tt0096933/?ref_=fn_tt_tt_1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1620;Corpse Bride ;2005.0;English;USA;Color;77.0;40000000.0;Animation|Drama|Family|Fantasy|Musical|Romance;60683.0;0.0;7.4;http://www.imdb.com/title/tt0121164/?ref_=fn_tt_tt_1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1622;Sicario ;2015.0;English;USA;Color;121.0;30000000.0;Action|Crime|Drama|Mystery|Thriller;1467.0;59000.0;7.6;http://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1623;Southpaw ;2015.0;English;USA;Color;124.0;30000000.0;Drama|Sport;16881.0;44000.0;7.5;http://www.imdb.com/title/tt1798684/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1624;Drag Me to Hell ;2009.0;English;USA;Color;99.0;30000000.0;Horror|Thriller;5642.0;11000.0;6.6;http://www.imdb.com/title/tt1127180/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1625;The Age of Adaline ;2015.0;English;USA;Color;112.0;25000000.0;Drama|Fantasy|Romance;15327.0;34000.0;7.2;http://www.imdb.com/title/tt1655441/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1626;Secondhand Lions ;2003.0;English;USA;Color;111.0;30000000.0;Comedy|Drama|Family;9638.0;0.0;7.6;http://www.imdb.com/title/tt0327137/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1627;Step Up 3D ;2010.0;English;USA;Color;107.0;30000000.0;Drama|Music|Romance;4059.0;16000.0;6.2;http://www.imdb.com/title/tt1193631/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1628;Blue Crush ;2002.0;English;USA;Color;104.0;30000000.0;Drama|Romance|Sport;1165.0;0.0;5.6;http://www.imdb.com/title/tt0300532/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1629;Stranger Than Fiction ;2006.0;English;USA;Color;113.0;38000000.0;Comedy|Drama|Fantasy|Romance;8362.0;13000.0;7.6;http://www.imdb.com/title/tt0420223/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1630;30 Days of Night ;2007.0;English;USA;Color;113.0;32000000.0;Horror;814.0;0.0;6.6;http://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
1631;The Cabin in the Woods ;2012.0;English;USA;Color;95.0;30000000.0;Fantasy|Horror|Mystery|Thriller;29551.0;66000.0;7.0;http://www.imdb.com/title/tt1259521/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
1632;Meet the Spartans ;2008.0;English;USA;Color;86.0;30000000.0;Comedy;3854.0;0.0;2.7;http://www.imdb.com/title/tt1073498/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1633;Midnight Run ;1988.0;English;USA;Color;126.0;30000000.0;Action|Comedy|Crime|Thriller;23866.0;0.0;7.6;http://www.imdb.com/title/tt0095631/?ref_=fn_tt_tt_1;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1634;The Running Man ;1987.0;English;USA;Color;101.0;27000000.0;Action|Crime|Sci-Fi|Thriller;2373.0;0.0;6.6;http://www.imdb.com/title/tt0093894/?ref_=fn_tt_tt_1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1635;Little Shop of Horrors ;1986.0;English;USA;Color;102.0;25000000.0;Comedy|Horror|Musical|Sci-Fi;15308.0;0.0;6.9;http://www.imdb.com/title/tt0091419/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1636;Hanna ;2011.0;English;USA;Color;111.0;30000000.0;Action|Drama|Thriller;257.0;38000.0;6.8;http://www.imdb.com/title/tt0993842/?ref_=fn_tt_tt_1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1638;Mortal Kombat: Annihilation ;1997.0;English;USA;Color;95.0;30000000.0;Action|Adventure|Fantasy|Sci-Fi|Thriller;2266.0;1000.0;3.7;http://www.imdb.com/title/tt0119707/?ref_=fn_tt_tt_1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1639;Larry Crowne ;2011.0;English;USA;Color;98.0;30000000.0;Comedy|Drama|Romance;16827.0;0.0;6.1;http://www.imdb.com/title/tt1583420/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
1640;Carrie ;2013.0;English;USA;Color;100.0;30000000.0;Drama|Fantasy|Horror;20051.0;39000.0;5.9;http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1641;Take the Lead ;2006.0;English;USA;Color;118.0;30000000.0;Drama|Music;3797.0;0.0;6.7;http://www.imdb.com/title/tt0446046/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1643;Gridiron Gang ;2006.0;English;USA;Color;125.0;30000000.0;Crime|Drama|Sport;15811.0;0.0;6.9;http://www.imdb.com/title/tt0421206/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1644;What's the Worst That Could Happen? ;2001.0;English;USA;Color;94.0;45000000.0;Comedy|Crime;3664.0;304.0;5.5;http://www.imdb.com/title/tt0161083/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1645;9 ;2009.0;English;USA;Color;79.0;30000000.0;Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller;1594.0;13000.0;7.1;http://www.imdb.com/title/tt0472033/?ref_=fn_tt_tt_1;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
1646;Side Effects ;2013.0;English;USA;Color;106.0;30000000.0;Crime|Drama|Thriller;18469.0;29000.0;7.1;http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
1648;Winnie the Pooh ;2011.0;English;USA;Color;63.0;30000000.0;Adventure|Animation|Comedy|Family|Musical;1002.0;0.0;7.3;http://www.imdb.com/title/tt1449283/?ref_=fn_tt_tt_1;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1649;Dumb and Dumberer: When Harry Met Lloyd ;2003.0;English;USA;Color;85.0;19000000.0;Comedy;1653.0;1000.0;3.4;http://www.imdb.com/title/tt0329028/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1650;Bulworth ;1998.0;English;USA;Color;108.0;30000000.0;Comedy|Drama|Romance;1023.0;0.0;6.8;http://www.imdb.com/title/tt0118798/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1651;Get on Up ;2014.0;English;USA;Color;139.0;30000000.0;Biography|Drama|Music;2060.0;11000.0;6.9;http://www.imdb.com/title/tt2473602/?ref_=fn_tt_tt_1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
